number,title,body,title_length,body_length,created_at,merged_at,updated_at,closed_at,state,merged,comments,commits,additions,deletions,changed_files,lines_added,lines_deleted,files_added,files_deleted,files_updated,files_modified,directory_num,file_type,language_num,segs_added,segs_deleted,segs_updated,file_developer,change_num,k_coreness,experience,repo
1505,set default path separator to '/' in UCRT64 of MSYS,"Use path separator ""/"" also in UCRT64 of MSYS.

The environments of MSYS: [[https://www.msys2.org/docs/environments/]]",51,120,2024-03-04 20:04:50+00:00,2024-04-28 21:23:43+00:00,2024-04-28 21:23:43+00:00,2024-04-28 21:23:43+00:00,closed,True,3,1,3,5,1,3,5,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
1517,refactor: Optimize code based on cargo clippy suggestions,,57,0,2024-03-13 07:37:49+00:00,2024-03-14 04:27:48+00:00,2024-03-14 04:27:48+00:00,2024-03-14 04:27:48+00:00,closed,True,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
1520,Add clippy using latest rust version to CI,Fixes: #1511,42,12,2024-03-14 05:27:36+00:00,2024-04-15 06:17:20+00:00,2024-04-15 06:17:23+00:00,2024-04-15 06:17:20+00:00,closed,True,1,1,13,1,2,13,1,0,0,2,2,2,2,2,0,0,0,0,2,0,0,sharkdp/fd
1522,Add internationalization function,"Use the fluent library to add internationalization functions to the fd project: the translations directory displays the resources required for translation. The i18.rs file is a file that implements internationalization. It obtains the system language through the get_locale() method and displays text according to the language. For example, if the system language is en-US, Chinese will be displayed. If there is no language translation resource (translations directory) set by the system, English will be displayed by default.",33,527,2024-03-19 06:38:01+00:00,,2024-04-15 02:27:00+00:00,2024-04-15 02:27:00+00:00,closed,False,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sharkdp/fd
1521,Gitignore workaround,"Workaround for bug with gitinored files

This is a workaround for
https://github.com/BurntSushi/ripgrep/issues/2711

Fixes: #1461",20,134,2024-03-14 05:48:07+00:00,2024-04-30 13:56:12+00:00,2024-04-30 14:45:39+00:00,2024-04-30 13:56:12+00:00,closed,True,1,3,19,1,3,19,1,0,0,3,3,2,2,2,0,0,0,0,3,0,0,sharkdp/fd
1529,build(deps): bump aho-corasick from 1.1.2 to 1.1.3,"Bumps [aho-corasick](https://github.com/BurntSushi/aho-corasick) from 1.1.2 to 1.1.3.
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/BurntSushi/aho-corasick/commit/56256dca1bcd2365fd1dc987c1c06195429a2e2c""><code>56256dc</code></a> 1.1.3</li>
<li><a href=""https://github.com/BurntSushi/aho-corasick/commit/1b64b2251c684ebf37d1dfffe61440d98ff048d5""><code>1b64b22</code></a> simd: fix big-endian aarch64 build</li>
<li><a href=""https://github.com/BurntSushi/aho-corasick/commit/59b365543d01409959bb93a20a28fb34ff532c03""><code>59b3655</code></a> style: clean up lint violations</li>
<li><a href=""https://github.com/BurntSushi/aho-corasick/commit/f227162f7c56b3f28e9dd69a655316af0107b29b""><code>f227162</code></a> benchmarks: import jetscii's benchmarks</li>
<li><a href=""https://github.com/BurntSushi/aho-corasick/commit/964a2d5431d099d70e770fd4c19e51dfbb389252""><code>964a2d5</code></a> benchmarks: update aho-corasick engine lock file</li>
<li>See full diff in <a href=""https://github.com/BurntSushi/aho-corasick/compare/1.1.2...1.1.3"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=aho-corasick&package-manager=cargo&previous-version=1.1.2&new-version=1.1.3)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",50,3045,2024-04-01 17:31:00+00:00,2024-04-01 21:22:15+00:00,2024-04-01 21:22:18+00:00,2024-04-01 21:22:15+00:00,closed,True,0,1,3,3,2,3,3,0,0,2,2,0,2,2,0,0,0,0,2,0,0,sharkdp/fd
1531,build(deps): bump crossbeam-channel from 0.5.11 to 0.5.12,"Bumps [crossbeam-channel](https://github.com/crossbeam-rs/crossbeam) from 0.5.11 to 0.5.12.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/crossbeam-rs/crossbeam/releases"">crossbeam-channel's releases</a>.</em></p>
<blockquote>
<h2>crossbeam-channel 0.5.12</h2>
<ul>
<li>Fix memory leak in unbounded channel. (<a href=""https://redirect.github.com/crossbeam-rs/crossbeam/issues/1084"">#1084</a>)</li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/crossbeam-rs/crossbeam/commit/53536a9fd4de1c1bc7eb887f8bc4b9404a7c098e""><code>53536a9</code></a> Prepare for the next release</li>
<li><a href=""https://github.com/crossbeam-rs/crossbeam/commit/86b6bb81e9f0b04f6ad2c7b11ffde3bc70aa4087""><code>86b6bb8</code></a> Fix race between block initialization and receiver disconnection (<a href=""https://redirect.github.com/crossbeam-rs/crossbeam/issues/1084"">#1084</a>)</li>
<li><a href=""https://github.com/crossbeam-rs/crossbeam/commit/9ed90216af8f049652651bcc5a01106adb651724""><code>9ed9021</code></a> Always set #![no_std] and remove redundant imports</li>
<li><a href=""https://github.com/crossbeam-rs/crossbeam/commit/b76ad9e63e89eaaf12b35faddcee8186253568a8""><code>b76ad9e</code></a> Update release instructions docs</li>
<li><a href=""https://github.com/crossbeam-rs/crossbeam/commit/f724f91527c30a521b0b8ebcd420b938d99bc5e3""><code>f724f91</code></a> Update no_atomic.rs</li>
<li>See full diff in <a href=""https://github.com/crossbeam-rs/crossbeam/compare/crossbeam-channel-0.5.11...crossbeam-channel-0.5.12"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=crossbeam-channel&package-manager=cargo&previous-version=0.5.11&new-version=0.5.12)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",57,3593,2024-04-01 17:31:13+00:00,2024-04-01 21:21:49+00:00,2024-04-01 21:21:52+00:00,2024-04-01 21:21:49+00:00,closed,True,0,1,3,3,2,3,3,0,0,2,2,0,2,2,0,0,0,0,2,0,0,sharkdp/fd
1534,Update MSRV to 1.77.2,"Prior to this version, `Command` didn't properly escape command line arguments on windows.

Although, the risk of attacker controlled arguments passed through fd is relatively small, I think it is best to upgrade to a version that fixes this.

The biggest risk for users is probably running fd with `--exec` or `--exec-batch` on directories that contain files with names controlled by another party (for example a git repo that you cloned).

See: https://blog.rust-lang.org/2024/04/09/cve-2024-24576.html
Security: CVE-2024-24576",21,536,2024-04-12 03:19:19+00:00,2024-04-12 05:06:41+00:00,2024-04-12 05:06:44+00:00,2024-04-12 05:06:41+00:00,closed,True,0,1,164,208,3,164,208,0,0,3,3,0,3,3,0,0,0,0,3,0,0,sharkdp/fd
1530,build(deps): bump lscolors from 0.16.0 to 0.17.0,"Bumps [lscolors](https://github.com/sharkdp/lscolors) from 0.16.0 to 0.17.0.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/sharkdp/lscolors/releases"">lscolors's releases</a>.</em></p>
<blockquote>
<h2>v0.17.0</h2>
<ul>
<li>Add an option to style any string without path verification by <a href=""https://github.com/REALERvolker1""><code>@​REALERvolker1</code></a> in <a href=""https://redirect.github.com/sharkdp/lscolors/pull/80"">sharkdp/lscolors#80</a></li>
<li>dep: update nu-ansi-term to latest release 0.50.0 by <a href=""https://github.com/fdncred""><code>@​fdncred</code></a> in <a href=""https://redirect.github.com/sharkdp/lscolors/pull/81"">sharkdp/lscolors#81</a></li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/sharkdp/lscolors/commit/f60f0c0f967b09b7fa94bd7090b4506defe7fb2b""><code>f60f0c0</code></a> Bump version</li>
<li><a href=""https://github.com/sharkdp/lscolors/commit/1051882772e1706f3aa2331e675cec2a4afe0d6e""><code>1051882</code></a> dep: update nu-ansi-term to latest release 0.50.0</li>
<li><a href=""https://github.com/sharkdp/lscolors/commit/58a30692698e17c65011873d58c50d52ae9f76ed""><code>58a3069</code></a> Rewrite test without a loop</li>
<li><a href=""https://github.com/sharkdp/lscolors/commit/8f0a5b43c4f62cfc841534316e5bc9fbe36d5fc4""><code>8f0a5b4</code></a> Add tests for style_for_str</li>
<li><a href=""https://github.com/sharkdp/lscolors/commit/56070237cbd8b4bd60795df7ec25661688064f91""><code>5607023</code></a> Fix some clippy stuff</li>
<li><a href=""https://github.com/sharkdp/lscolors/commit/89197b4b630194c07e2cf5f59c9e3f27f0ff5ce2""><code>89197b4</code></a> Add an option to style any string</li>
<li><a href=""https://github.com/sharkdp/lscolors/commit/2095a98b65cfc347564e186777fc05f9730e4c41""><code>2095a98</code></a> Try again</li>
<li><a href=""https://github.com/sharkdp/lscolors/commit/f8e308fd7383d56f7b582fd11f6f2287a87960e0""><code>f8e308f</code></a> Fix CI issues</li>
<li>See full diff in <a href=""https://github.com/sharkdp/lscolors/compare/0.16.0...v0.17.0"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=lscolors&package-manager=cargo&previous-version=0.16.0&new-version=0.17.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",48,4088,2024-04-01 17:31:06+00:00,2024-04-01 21:22:35+00:00,2024-04-01 21:22:38+00:00,2024-04-01 21:22:35+00:00,closed,True,0,1,5,14,2,5,14,0,0,2,2,0,2,2,0,0,0,0,2,0,0,sharkdp/fd
1536,Use 'MAIN_SEPARATOR_STR' instead of '&MAIN_SEPARATOR.to_string()',Use 'MAIN_SEPARATOR_STR' instead of '&MAIN_SEPARATOR.to_string()',65,65,2024-04-15 02:41:27+00:00,2024-04-15 02:58:13+00:00,2024-04-15 02:58:13+00:00,2024-04-15 02:58:13+00:00,closed,True,0,1,3,3,2,3,3,0,0,2,2,2,1,1,0,0,0,0,2,0,0,sharkdp/fd
1539,Fix deprecation warning.,,24,0,2024-04-28 04:01:01+00:00,2024-04-28 21:21:42+00:00,2024-04-29 02:21:15+00:00,2024-04-28 21:21:42+00:00,closed,True,0,1,2,5,1,2,5,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
1541,filesystem: Remove a redundant as_str(),,39,0,2024-04-28 21:37:56+00:00,2024-04-29 02:22:10+00:00,2024-04-29 02:22:10+00:00,2024-04-29 02:22:10+00:00,closed,True,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
1540,Stop ignore .git folders by default,"Fixes: #1457
See: #1396, #1403",35,31,2024-04-28 06:17:54+00:00,2024-04-29 02:33:04+00:00,2024-04-30 14:46:38+00:00,2024-04-29 02:33:04+00:00,closed,True,2,1,40,13,6,40,13,0,0,6,6,3,3,3,0,0,0,0,6,0,0,sharkdp/fd
1542,build(deps): bump nix from 0.27.1 to 0.28.0,"Bumps [nix](https://github.com/nix-rust/nix) from 0.27.1 to 0.28.0.
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/nix-rust/nix/blob/master/CHANGELOG.md"">nix's changelog</a>.</em></p>
<blockquote>
<h2>[0.28.0] - 2024-02-24</h2>
<h3>Added</h3>
<ul>
<li>
<p>Added <code>mkdtemp</code> wrapper (<a href=""https://redirect.github.com/nix-rust/nix/pull/1297"">#1297</a>)</p>
</li>
<li>
<p>Add associated constants <code>UTIME_OMIT</code> <code>UTIME_NOW</code> for <code>TimeSpec</code>
(<a href=""https://redirect.github.com/nix-rust/nix/pull/1879"">#1879</a>)</p>
</li>
<li>
<p>Added <code>EventFd</code> type. (<a href=""https://redirect.github.com/nix-rust/nix/pull/1945"">#1945</a>)</p>
</li>
<li>
<ul>
<li>Added <code>impl From&lt;Signal&gt; for SigSet</code>.</li>
<li>Added <code>impl std::ops::BitOr for SigSet</code>.</li>
<li>Added <code>impl std::ops::BitOr for Signal</code>.</li>
<li>Added <code>impl std::ops::BitOr&lt;Signal&gt; for SigSet</code></li>
</ul>
<p>(<a href=""https://redirect.github.com/nix-rust/nix/pull/1959"">#1959</a>)</p>
</li>
<li>
<p>Added <code>TlsGetRecordType</code> control message type and corresponding enum for
linux (<a href=""https://redirect.github.com/nix-rust/nix/pull/2065"">#2065</a>)</p>
</li>
<li>
<p>Added <code>Ipv6HopLimit</code> to <code>::nix::sys::socket::ControlMessage</code> for Linux,
MacOS, FreeBSD, DragonflyBSD, Android, iOS and Haiku.
(<a href=""https://redirect.github.com/nix-rust/nix/pull/2074"">#2074</a>)</p>
</li>
<li>
<p>Added <code>Icmp</code> and <code>IcmpV6</code> to <code>SockProtocol</code>
(<a href=""https://redirect.github.com/nix-rust/nix/pull/2103"">#2103</a>)</p>
</li>
<li>
<p>Added rfork support for FreeBSD in <code>unistd</code>
(<a href=""https://redirect.github.com/nix-rust/nix/pull/2121"">#2121</a>)</p>
</li>
<li>
<p>Added <code>MapFlags::map_hugetlb_with_size_log2</code> method for Linux targets
(<a href=""https://redirect.github.com/nix-rust/nix/pull/2125"">#2125</a>)</p>
</li>
<li>
<p>Added <code>mmap_anonymous</code> function
(<a href=""https://redirect.github.com/nix-rust/nix/pull/2127"">#2127</a>)</p>
</li>
<li>
<p>Added <code>mips32r6</code> and <code>mips64r6</code> support for signal, ioctl and ptrace
(<a href=""https://redirect.github.com/nix-rust/nix/pull/2138"">#2138</a>)</p>
</li>
<li>
<p>Added <code>F_GETPATH</code> FcntlFlags entry on Apple/NetBSD/DragonflyBSD for
<code>::nix::fcntl</code>. (<a href=""https://redirect.github.com/nix-rust/nix/pull/2142"">#2142</a>)</p>
</li>
<li>
<p>Added <code>F_KINFO</code> FcntlFlags entry on FreeBSD for <code>::nix::fcntl</code>.
(<a href=""https://redirect.github.com/nix-rust/nix/pull/2152"">#2152</a>)</p>
</li>
<li>
<p>Added <code>F_GETPATH_NOFIRMLINK</code> and <code>F_BARRIERFSYNC</code> FcntlFlags entry
on Apple for <code>::nix::fcntl</code>.
(<a href=""https://redirect.github.com/nix-rust/nix/pull/2155"">#2155</a>)</p>
</li>
<li>
<p>Added newtype <code>Flock</code> to automatically unlock a held flock upon drop.
Added <code>Flockable</code> trait to represent valid types for <code>Flock</code>.
(<a href=""https://redirect.github.com/nix-rust/nix/pull/2170"">#2170</a>)</p>
</li>
<li>
<p>Added <code>SetSockOpt</code> impls to enable Linux Kernel TLS on a TCP socket and to
import TLS parameters. (<a href=""https://redirect.github.com/nix-rust/nix/pull/2175"">#2175</a>)</p>
</li>
<li>
<ul>
<li>Added the <code>::nix::sys::socket::SocketTimestamp</code> enum for configuring the
<code>TsClock</code> (a.k.a <code>SO_TS_CLOCK</code>) sockopt</li>
<li>Added FreeBSD's <code>ScmRealtime</code> and <code>ScmMonotonic</code> as new options in
<code>::nix::sys::socket::ControlMessageOwned</code></li>
</ul>
<p>(<a href=""https://redirect.github.com/nix-rust/nix/pull/2187"">#2187</a>)</p>
</li>
<li>
<p>Added new fanotify API: wrappers for <code>fanotify_init</code> and <code>fanotify_mark</code>
(<a href=""https://redirect.github.com/nix-rust/nix/pull/2194"">#2194</a>)</p>
</li>
</ul>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/nix-rust/nix/commit/21ab06ef23de214174ddb039be5b5f08750d19e6""><code>21ab06e</code></a> chore: release 0.8.0</li>
<li><a href=""https://github.com/nix-rust/nix/commit/595c6eb2515723eae1f1db1b9103c95f339380ec""><code>595c6eb</code></a> chore: changelog for 0.28.0 (<a href=""https://redirect.github.com/nix-rust/nix/issues/2303"">#2303</a>)</li>
<li><a href=""https://github.com/nix-rust/nix/commit/79b86a7dff071a2a59858d1c98e202fdf38ebd06""><code>79b86a7</code></a> mmsg revert signature simplification (<a href=""https://redirect.github.com/nix-rust/nix/issues/2227"">#2227</a>)</li>
<li><a href=""https://github.com/nix-rust/nix/commit/08e05a5f66d14d4f06288c9a725e87f473eba41a""><code>08e05a5</code></a> refactor: remove redundant imports to fix CI (<a href=""https://redirect.github.com/nix-rust/nix/issues/2320"">#2320</a>)</li>
<li><a href=""https://github.com/nix-rust/nix/commit/197f55b3ccbce3273bf6ce119d1a8541b5df5d66""><code>197f55b</code></a> refactor: update nix (<a href=""https://redirect.github.com/nix-rust/nix/issues/2311"">#2311</a>)</li>
<li><a href=""https://github.com/nix-rust/nix/commit/f34d00d353a8ebcb16eb8810b00d613e4a294925""><code>f34d00d</code></a> chore(deps): try libc 0.2.153 (<a href=""https://redirect.github.com/nix-rust/nix/issues/2309"">#2309</a>)</li>
<li><a href=""https://github.com/nix-rust/nix/commit/062f6c0f0306743a401138fc2612d59e818d5768""><code>062f6c0</code></a> test: clean clippy needless_borrow false positive issue (<a href=""https://redirect.github.com/nix-rust/nix/issues/2310"">#2310</a>)</li>
<li><a href=""https://github.com/nix-rust/nix/commit/ca173ff30cc42e0fc7a7ba2cf7c1fcbe61dccfa5""><code>ca173ff</code></a> Fix the mount tests (<a href=""https://redirect.github.com/nix-rust/nix/issues/2269"">#2269</a>)</li>
<li><a href=""https://github.com/nix-rust/nix/commit/0dfcf3228489a5060a53e69783a1eea6f43b11a9""><code>0dfcf32</code></a> test: tweak test_fanotify to monitor ONLY 1 file (<a href=""https://redirect.github.com/nix-rust/nix/issues/2294"">#2294</a>)</li>
<li><a href=""https://github.com/nix-rust/nix/commit/0fb346031f6ddc87a57377101a6063133a25e443""><code>0fb3460</code></a> Temporarily disable CI on GNU hurd (<a href=""https://redirect.github.com/nix-rust/nix/issues/2307"">#2307</a>)</li>
<li>Additional commits viewable in <a href=""https://github.com/nix-rust/nix/compare/v0.27.1...v0.28.0"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=nix&package-manager=cargo&previous-version=0.27.1&new-version=0.28.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>",43,8414,2024-05-01 17:31:30+00:00,2024-05-01 17:46:53+00:00,2024-05-01 17:46:56+00:00,2024-05-01 17:46:53+00:00,closed,True,0,1,2,13,2,2,13,0,0,2,2,0,2,2,0,0,0,0,2,0,0,sharkdp/fd
1547,ci: Support large page sizes on AArch64,"Fixes #1085.
",39,13,2024-05-03 19:24:04+00:00,2024-05-04 03:46:41+00:00,2024-05-06 15:36:44+00:00,2024-05-04 03:46:41+00:00,closed,True,7,1,5,1,1,5,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,sharkdp/fd
